löpnummer, tid
1002, 238149
1003, 238255
1004, 237437
1005, 237489
1006, 374094
1007, 237908
1008, 237618
1009, 237572
1010, 237284
1011, 237425
1012, 237207
1013, 238067
1014, 237866
1015, 238666
1016, 236806
1017, 239328
1018, 236960
1019, 237746
1020, 238146
1021, 239465
1022, 236742
1023, 236813
1024, 238398
1025, 237431
1026, 236906
1027, 236641
1028, 236730
1029, 236885
1030, 236952
1031, 237340
1032, 237193
1033, 236674
1034, 239187
1035, 236784
1036, 237248
1037, 237850
1038, 237200
1039, 236634
1040, 236539
1041, 237356
1042, 237221
1043, 237258
1044, 237566
1045, 236940
1046, 236724
1047, 237073
1048, 237419
1049, 242112
1050, 236493
1051, 236746
1052, 236580
1053, 237181
1054, 237178
1055, 237076
1056, 254172
1057, 236743
1058, 1238878
1059, 465021
1060, 601866
1061, 567530
1062, 564320
1063, 560908
1064, 559534
1065, 559760
1066, 558795
1067, 564824
1068, 556512
1069, 556096
1070, 556354
1071, 555613
1072, 556101
1073, 553270
1074, 558402
1075, 554147
1076, 557522
1077, 553193
1078, 553599
1079, 552509
1080, 553192
1081, 554824
1082, 519920
1083, 519831
1084, 520690
1085, 518829
1086, 518084
1087, 519139
1088, 519588
1089, 523557
1090, 518227
1091, 518573
1092, 518668
1093, 519729
1094, 518402
1095, 517974
1096, 521015
1097, 518337
1098, 517453
1099, 518763
1100, 518210
1101, 497095
1102, 517577
1103, 517200
1104, 511623
1105, 489058
1106, 489308
1107, 487909
1108, 488329
1109, 487878
1110, 489324
1111, 495797
1112, 492145
1113, 486889
1114, 488938
1115, 488457
1116, 489011
1117, 487905
1118, 488533
1119, 489303
1120, 496457
1121, 487735
1122, 488295
1123, 501858
1124, 499356
1125, 497253
1126, 496313
1127, 494973
1128, 487715
1129, 467409
1130, 466966
1131, 467006
1132, 466241
1133, 467498
1134, 466705
1135, 466070
1136, 468938
1137, 466813
1138, 464757
1139, 465911
1140, 465863
1141, 464987
1142, 464827
1143, 464925
1144, 469920
1145, 468373
1146, 464172
1147, 463438
1148, 464449
1149, 463952
1150, 464139
1151, 464068
1152, 463826
1153, 491412
1154, 440459
1155, 445619
1156, 441234
1157, 440327
1158, 439737
1159, 438968
1160, 440230
1161, 440038
1162, 445328
1163, 439822
1164, 439549
1165, 439704
1166, 441361
1167, 440646
1168, 441555
1169, 440293
1170, 438801
1171, 442920
1172, 439988
1173, 440647
1174, 440387
1175, 440108
1176, 438974
1177, 439740
1178, 440451
1179, 441231
1180, 434071
1181, 418625
1182, 418422
1183, 419858
1184, 418770
1185, 419313
1186, 418477
1187, 419136
1188, 429045
1189, 430254
1190, 426874
1191, 426016
1192, 424296
1193, 423439
1194, 422395
1195, 421422
1196, 422307
1197, 421615
1198, 424336
1199, 419846
1200, 420488
1201, 421560
1202, 420722
1203, 420337
1204, 418696
1205, 419274
1206, 419838
1207, 432580
1208, 400820
1209, 408106
1210, 407217
1211, 405566
1212, 404436
1213, 404641
1214, 405659
1215, 402409
1216, 402125
1217, 405691
1218, 315985
1219, 269356
1220, 268596
1221, 268193
1222, 267860
1223, 267758
1224, 268636
1225, 268116
1226, 267665
1227, 267213
1228, 267549
1229, 267478
1230, 268317
1231, 270892
1232, 406978
1233, 399527
1234, 400383
1235, 400290
1236, 401831
1237, 400596
1238, 400604
1239, 399326
1240, 400226
1241, 404596
1242, 339450
1243, 338528
1244, 338210
1245, 338960
1246, 338276
1247, 338742
1248, 339272
1249, 338709
1250, 337742
1251, 338172
1252, 347937
1253, 348969
1254, 343697
1255, 342775
1256, 342258
1257, 341839
1258, 339681
1259, 340978
1260, 340066
1261, 339769
1262, 339801
1263, 339615
1264, 342396
1265, 340113
1266, 340189
1267, 339284
1268, 339268
1269, 338918
1270, 339420
1271, 339507
1272, 340130
1273, 339279
1274, 339103
1275, 338233
1276, 341632
1277, 326073
1278, 326106
1279, 326027
1280, 326636
1281, 329193
1282, 326884
1283, 327690
1284, 325582
1285, 326041
1286, 325672
1287, 327789
1288, 329430
1289, 325665
1290, 325340
1291, 325475
1292, 326436
1293, 326411
1294, 326013
1295, 326524
1296, 325463
1297, 325702
1298, 326233
1299, 326275
1300, 328789
1301, 325311
1302, 325418
1303, 325605
1304, 325401
1305, 325638
1306, 325953
1307, 325294
1308, 325777
1309, 325227
1310, 325673
1311, 325995
1312, 329132
1313, 313050
1314, 313851
1315, 313917
1316, 317584
1317, 322045
1318, 320088
1319, 319549
1320, 318361
1321, 317782
1322, 317847
1323, 317076
1324, 320175
1325, 315568
1326, 315902
1327, 315515
1328, 315552
1329, 316641
1330, 315848
1331, 314737
1332, 314790
1333, 315435
1334, 314852
1335, 314550
1336, 316229
1337, 314387
1338, 314448
1339, 321365
1340, 319769
1341, 318461
1342, 318055
1343, 316711
1344, 316274
1345, 316602
1346, 316775
1347, 316882
1348, 315741
1349, 319803
1350, 304593
1351, 304322
1352, 306126
1353, 303792
1354, 304149
1355, 304477
1356, 304384
1357, 304277
1358, 303946
1359, 303164
1360, 304118
1361, 303778
1362, 307087
1363, 304184
1364, 304523
1365, 305668
1366, 303098
1367, 302915
1368, 303646
1369, 303212
1370, 302859
1371, 303182
1372, 303629
1373, 303685
1374, 303280
1375, 305669
1376, 302384
1377, 303420
1378, 302582
1379, 303456
1380, 303031
1381, 303781
1382, 302948
1383, 302827
1384, 302635
1385, 303120
1386, 303233
1387, 307272
1388, 300844
1389, 292491
1390, 293114
1391, 293276
1392, 293619
1393, 292440
1394, 292867
1395, 292257
1396, 293307
1397, 292797
1398, 292943
1399, 293387
1400, 292317
1401, 295542
1402, 293253
1403, 300036
1404, 299169
1405, 297997
1406, 301421
1407, 295974
1408, 296984
1409, 295683
1410, 294954
1411, 294936
1412, 295384
1413, 294893
1414, 298287
1415, 294160
1416, 293777
1417, 294791
1418, 293407
1419, 293894
1420, 293575
1421, 295051
1422, 293381
1423, 293123
1424, 293921
1425, 293841
1426, 293527
1427, 305009
1428, 285436
1429, 284290
1430, 283915
1431, 284344
1432, 284265
1433, 283724
1434, 283753
1435, 283634
1436, 284674
1437, 284186
1438, 283813
1439, 283154
1440, 283459
1441, 286094
1442, 284407
1443, 283931
1444, 283787
1445, 283284
1446, 284500
1447, 284058
1448, 284081
1449, 283769
1450, 283424
1451, 284174
1452, 284041
1453, 283657
1454, 284000
1455, 286737
1456, 283042
1457, 283990
1458, 284531
1459, 284439
1460, 283842
1461, 283489
1462, 283039
1463, 284584
1464, 283881
1465, 284305
1466, 283836
1467, 283688
1468, 290684
1469, 303829
1470, 279890
1471, 279066
1472, 278150
1473, 277128
1474, 277055
1475, 276140
1476, 277396
1477, 276948
1478, 276068
1479, 275705
1480, 276174
1481, 276457
1482, 276369
1483, 278508
1484, 275896
1485, 275741
1486, 275887
1487, 275282
1488, 276255
1489, 282159
1490, 281295
1491, 281009
1492, 278487
1493, 278354
1494, 277568
1495, 277307
1496, 276267
1497, 279427
1498, 275693
1499, 279412
1500, 275648
1501, 275636
1502, 274934
1503, 276037
1504, 276074
1505, 276128
1506, 275309
1507, 274974
1508, 274974
1509, 274634
1510, 276065
1511, 284843
1512, 267031
1513, 266595
1514, 266912
1515, 266512
1516, 267732
1517, 266931
1518, 266611
1519, 266138
1520, 266762
1521, 266348
1522, 266826
1523, 266799
1524, 266503
1525, 266244
1526, 269410
1527, 266743
1528, 266541
1529, 267012
1530, 266487
1531, 265961
1532, 273429
1533, 271402
1534, 270991
1535, 269862
1536, 270098
1537, 271530
1538, 267891
1539, 268624
1540, 271301
1541, 267468
1542, 267937
1543, 267212
1544, 267191
1545, 267076
1546, 267500
1547, 266935
1548, 266370
1549, 266863
1550, 267413
1551, 267175
1552, 267041
1553, 267143
1554, 267987
1555, 274951
1556, 259519
1557, 258993
1558, 258781
1559, 260055
1560, 260886
1561, 258748
1562, 259350
1563, 258680
1564, 258759
1565, 258185
1566, 258391
1567, 258260
1568, 258797
1569, 258724
1570, 262972
1571, 258762
1572, 258361
1573, 258441
1574, 258516
1575, 259002
1576, 257961
1577, 257933
1578, 257944
1579, 258518
1580, 258310
1581, 258123
1582, 257527
1583, 258694
1584, 258073
1585, 261335
1586, 258103
1587, 258035
1588, 257816
1589, 258587
1590, 258083
1591, 258717
1592, 258430
1593, 257890
1594, 258497
1595, 257942
1596, 258195
1597, 264821
1598, 263375
1599, 262789
1600, 273682
1601, 253620
1602, 253905
1603, 253819
1604, 252979
1605, 252540
1606, 253137
1607, 252222
1608, 253122
1609, 253461
1610, 251716
1611, 252010
1612, 251849
1613, 252460
1614, 253649
1615, 252485
1616, 254585
1617, 252435
1618, 252461
1619, 256984
1620, 255507
1621, 275358
1622, 254329
1623, 253535
1624, 253071
1625, 253604
1626, 253231
1627, 252791
1628, 252936
1629, 254250
1630, 252255
1631, 255043
1632, 253094
1633, 251627
1634, 251565
1635, 251460
1636, 251721
1637, 251992
1638, 252132
1639, 251568
1640, 252724
1641, 251549
1642, 251731
1643, 252071
1644, 252541
1645, 251331
1646, 251142
1647, 257041
1648, 244678
1649, 244857
1650, 244022
1651, 243835
1652, 244127
1653, 243974
1654, 244578
1655, 244503
1656, 244282
1657, 244410
1658, 243964
1659, 243845
1660, 243857
1661, 245033
1662, 244108
1663, 246695
1664, 244132
1665, 244757
1666, 244370
1667, 244416
1668, 243723
1669, 243830
1670, 243804
1671, 244900
1672, 244252
1673, 243953
1674, 244081
1675, 243651
1676, 244219
1677, 244143
1678, 243902
1679, 246679
1680, 243587
1681, 243597
1682, 244161
1683, 249580
1684, 250161
1685, 248823
1686, 247357
1687, 246896
1688, 247176
1689, 246132
1690, 246022
1691, 245607
1692, 245614
1693, 245341
1694, 245533
1695, 252022
1696, 238331
1697, 239532
1698, 238402
1699, 238622
1700, 238227
1701, 238204
1702, 237928
1703, 238006
1704, 238637
1705, 238763
1706, 238585
