löpnummer, tid
1, 3067016.6015625
2, 3035068.5119628906
3, 3067731.8572998047
4, 3055572.509765625
5, 3036260.6048583984
6, 2952337.2650146484
7, 2953290.9393310547
8, 2906560.8978271484
9, 2924203.872680664
10, 2862215.042114258
11, 2861976.6235351562
12, 2900362.014770508
13, 2873897.5524902344
14, 2866268.1579589844
15, 2885103.225708008
16, 2870559.6923828125
17, 2883672.7142333984
18, 2879142.7612304688
19, 2890825.2716064453
20, 2880811.6912841797
21, 2870798.110961914
22, 2887248.992919922
23, 2887487.4114990234
24, 2879142.7612304688
25, 2882719.039916992
26, 2883195.8770751953
27, 2882242.202758789
28, 2861261.3677978516
29, 2866506.576538086
30, 2860307.6934814453
31, 2861261.3677978516
32, 2859830.856323242
33, 2864122.3907470703
34, 2877473.831176758
35, 2873897.5524902344
36, 2863645.553588867
37, 2863883.9721679688
38, 2869844.436645508
39, 2863407.1350097656
40, 2871751.7852783203
41, 2875566.4825439453
42, 2860307.6934814453
43, 2876758.575439453
44, 2865791.3208007812
45, 2866506.576538086
46, 2866029.739379883
47, 2869129.180908203
48, 2888917.922973633
49, 2868413.9251708984
50, 2870559.6923828125
51, 2872943.878173828
52, 2902746.2005615234
53, 2869606.0180664062
54, 2871513.3666992188
55, 2867221.8322753906
56, 2863407.1350097656
57, 2857208.251953125
58, 2888679.5043945312
59, 2858161.9262695312
60, 2886056.900024414
61, 2869844.436645508
62, 2858161.9262695312
63, 2870082.8552246094
64, 2853631.9732666016
65, 2870559.6923828125
66, 2856731.414794922
67, 2849817.2760009766
68, 2856492.9962158203
69, 2882957.4584960938
70, 2857923.5076904297
71, 2853393.5546875
72, 2873659.133911133
73, 2855777.7404785156
74, 2856969.8333740234
75, 2868890.7623291016
76, 2869367.5994873047
77, 2854108.8104248047
78, 2871990.203857422
79, 2854585.647583008
80, 2857208.251953125
81, 2851963.0432128906
82, 2855300.9033203125
83, 2854108.8104248047
84, 2857208.251953125
85, 2851963.0432128906
86, 2857685.089111328
87, 2871751.7852783203
88, 2852678.2989501953
89, 2873897.5524902344
90, 2854585.647583008
91, 2853631.9732666016
92, 2853631.9732666016
93, 2854108.8104248047
94, 2854585.647583008
95, 2883195.8770751953
96, 2872228.6224365234
97, 2853155.1361083984
98, 2855777.7404785156
99, 2854585.647583008
100, 2857923.5076904297
101, 2855539.321899414
102, 2852678.2989501953
103, 2854108.8104248047
104, 2872943.878173828
105, 2853393.5546875
106, 2852439.8803710938
107, 2854824.0661621094
108, 2856731.414794922
109, 2854108.8104248047
110, 2854824.0661621094
111, 2856492.9962158203
112, 2920150.7568359375
113, 2967596.0540771484
114, 2897739.4104003906
115, 2871751.7852783203
116, 2873420.7153320312
117, 2885103.225708008
118, 2871751.7852783203
119, 2870798.110961914
120, 2900362.014770508
121, 2868413.9251708984
122, 2887725.830078125
