löpnummer, tid
1, 82731.24694824219
2, 74386.5966796875
3, 72240.82946777344
4, 71287.15515136719
5, 70571.8994140625
6, 101089.4775390625
7, 67949.29504394531
8, 68187.71362304688
9, 67949.29504394531
10, 68187.71362304688
11, 68426.13220214844
12, 68187.71362304688
13, 67710.87646484375
14, 67710.87646484375
15, 67949.29504394531
16, 67949.29504394531
17, 68187.71362304688
18, 67472.45788574219
19, 67949.29504394531
20, 67949.29504394531
21, 68426.13220214844
22, 67949.29504394531
23, 67472.45788574219
24, 67949.29504394531
25, 67710.87646484375
26, 68187.71362304688
27, 67949.29504394531
28, 67472.45788574219
29, 67710.87646484375
30, 67472.45788574219
31, 67949.29504394531
32, 67710.87646484375
33, 67234.03930664062
34, 67710.87646484375
35, 67949.29504394531
36, 67949.29504394531
37, 67710.87646484375
38, 67234.03930664062
39, 67710.87646484375
40, 67234.03930664062
41, 67949.29504394531
42, 67949.29504394531
43, 67234.03930664062
44, 67710.87646484375
45, 67710.87646484375
46, 67949.29504394531
47, 67710.87646484375
48, 67234.03930664062
49, 67949.29504394531
50, 67710.87646484375
51, 67949.29504394531
52, 67472.45788574219
53, 67234.03930664062
54, 67710.87646484375
55, 67949.29504394531
56, 67710.87646484375
57, 67234.03930664062
58, 67234.03930664062
59, 67949.29504394531
60, 126600.26550292969
61, 67710.87646484375
62, 67234.03930664062
63, 67472.45788574219
64, 67710.87646484375
65, 67949.29504394531
66, 67710.87646484375
67, 67234.03930664062
68, 67472.45788574219
69, 67472.45788574219
70, 67710.87646484375
71, 67710.87646484375
72, 67234.03930664062
73, 67710.87646484375
74, 67472.45788574219
75, 67949.29504394531
76, 67949.29504394531
77, 66995.62072753906
78, 67710.87646484375
79, 67234.03930664062
80, 67949.29504394531
81, 67710.87646484375
82, 66757.2021484375
83, 67472.45788574219
84, 67710.87646484375
85, 67710.87646484375
86, 67710.87646484375
87, 66995.62072753906
88, 67710.87646484375
89, 67710.87646484375
90, 67710.87646484375
91, 67710.87646484375
92, 67472.45788574219
93, 67472.45788574219
94, 67710.87646484375
95, 67472.45788574219
96, 67472.45788574219
97, 67234.03930664062
98, 67710.87646484375
99, 67472.45788574219
100, 67472.45788574219
101, 67472.45788574219
102, 67234.03930664062
103, 67472.45788574219
104, 67234.03930664062
105, 67472.45788574219
106, 66995.62072753906
107, 67234.03930664062
108, 67710.87646484375
109, 67710.87646484375
110, 67710.87646484375
111, 67234.03930664062
112, 67472.45788574219
113, 67234.03930664062
114, 67710.87646484375
